cost,description,maintanance_company,repairment_company,work_type,year,street_name_geocode,Latitude,Longitude,id,worktype_grouped
187050,Утеплення торців,ГТОВ «Мрія»,ФОП  Плекан М.В.,Утеплення торців,2017,"Україна, Тернопіль, вул.Юрчака 2",49.5412805,25.5950238,40,Утеплення
163170,Утеплення під’їздів,"ОСББ «Карпенка, 12»",ФОП  Плекан М.В.,Утеплення під’їздів,2017,"Україна, Тернопіль, вул.Карпенка  12",49.5412725,25.5807586,41,Утеплення
103170,Утеплення під’їздів,"ОСББ «Карпенка, 12»",ФОП  Плекан М.В.,Утеплення під’їздів,2017,"Україна, Тернопіль, вул.Карпенка  12",49.5412725,25.5807586,42,Утеплення
22660,Заміна вікон,ОСББ «Імідж 1»,"ТзОВ ""ТЗМК""",Заміна вікон,2017,"Україна, Тернопіль, вул.В. Великого 1",49.5702203,25.6377753,43,Утеплення
25730,Заміна вікон,ТОВ «КомЕнерго-Тернопіль»,"ТзОВ ""ТЗМК""",Заміна вікон,2017,"Україна, Тернопіль, вул.Новий Світ  1",49.5639263,25.5918019,44,Утеплення
7560,Заміна вікон,ТОВ «КомЕнерго-Тернопіль»,"ТзОВ ""ТЗМК""",Заміна вікон,2017,"Україна, Тернопіль, вул. Броварна  14",49.5592714,25.5898988,45,Утеплення
67960,Заміна вікон,"ОСББ «Лукяновича, 2»","ТзОВ ""ТЗМК""",Заміна вікон,2017,"Україна, Тернопіль, вул.Лук’яновича 2",49.5733922,25.5899146,46,Утеплення
15180,Заміна вікон,ТОВ «КомЕнерго-Тернопіль»,"ФОП  Максим""як",Заміна вікон,2017,"Україна, Тернопіль, вул.Тарнавського   22",49.5637591,25.6337683,47,Утеплення
87180,Заміна вікон,ОСББ «Софія С»,ТОВ «Панорама»,Заміна вікон,2017,"Україна, Тернопіль, вул.Стадникової 20",49.5423916,25.5996756,48,Утеплення
65450,Заміна вікон,ОСББ «Квітневе»,"ТзОВ ""ТЗМК""",Заміна вікон,2017,"Україна, Тернопіль, вул.15 Квітня  29",49.5648009,25.6484073,49,Утеплення
20000,Заміна вікон,"ОСББ «Січинського, 4»","ТОВ ""Панорама""",Заміна вікон,2017,"Україна, Тернопіль, вул.Д. Січинського  4",49.551444,25.5918381,50,Утеплення
47010,Заміна вікон та освітлення,"ОСБб «Чернівецька, 63»","ТОВ ""ВенконІнвест""",Заміна вікон та освітлення,2017,"Україна, Тернопіль, вул.Чернівецька 63",49.5353054,25.6018889,51,Утеплення
43130,Заміна вікон,"ОСББ «Лучаківського,1»",ТОВ «Фасад КОМ» ,Заміна вікон,2017,"Україна, Тернопіль, вул.Лучаківського 1",49.5482232,25.5577184,52,Утеплення
73500,Заміна вікон,ОСББ «Мрія-2006»,"ТОВ ""Панорама""",Заміна вікон,2017,"Україна, Тернопіль, вул.Лисенка 6",49.5566633,25.6029057,53,Утеплення
289990,Утеплення торців,"ОСББ «Магнолія, 90а»",ФОП  Плекан М.В.,Утеплення торців,2017,"Україна, Тернопіль, пр.С.Бандери 90а",49.54843,25.62733,54,Утеплення
737690,Утеплення блоку,"ОСББ «Будного, 50»",ФОП  Плекан М.В.,Утеплення блоку,2017,"Україна, Тернопіль, вул.Будного 50",49.5346588,25.597622,55,Утеплення
